title,review_score,title_num_words,contains_subheading
Smoke,4.5,1,0
Smoke & Mirrors: Short Fictions and Illusions,4.196428571428571,7,1
Smoke And Shadows,3.7567567567567566,3,0
Smoke from This Altar,4.5625,4,0
"Smokehouse Ham, Spoon Bread, & Scuppernong Wine: The Folklore and Art of Southern Appalachian Cooking",4.833333333333333,15,1
Smokey (Sandpiper Book),4.928571428571429,3,0
"Smoky, the cowhorse",4.3125,3,0
Smooth Operator,3.5,2,0
Smoothies (Klutz S.),4.166666666666667,3,0
Smoothies: 50 Recipes for High-Energy Refreshment,4.428571428571429,6,1
Smuggler's Bible,5.0,2,0
Snacktivities!: 50 Edible Activities for Parents and Young Children,4.666666666666667,9,1
"Snagged (Regan Reilly Mystery Series, Book 2)",3.25,7,0
Snake Agent: A Detective Inspector Chen Novel (Detective Inspector Chen Novels),4.233333333333333,11,1
Snakebite Survivors Club,4.235294117647059,3,0
Snakeman. (Lernmaterialien),4.0,2,0
Snakes and Earrings,3.76,3,0
Snakes: Keeping & Breeding Them in Captivity,3.0,7,1
Snap,4.5,1,0
Snap Out of It: 101 Ways to Get Out of Your Rut & into Your Groove,4.375,16,1
Snapdragons,4.5,1,0
Snapshot Poetics: Allen Ginsberg's Photographic Memoir of the Beat Era,3.6666666666666665,10,1
Snare of Serpents,3.75,3,0
Snares Without End (CARAF books),3.0,5,0
"Snipp, Snapp, Snurr and the Yellow Sled",5.0,7,0
"Snipp, Snapp, Snurr learn to swim",4.0,6,0
"Snooker and Billiards: Techniques, Tactics, Training (Crowood Sports Guides)",4.333333333333333,9,1
Snoopy and the Red Baron,4.666666666666667,5,0
Snoopy&it; Was Dark&str;,5.0,3,0
Snoozers : 7 Short Short Bedtime Stories for Lively Little Kids,4.553191489361702,11,1
"Snopes. The Hamlet, The Town, The Mansion",4.473684210526316,7,0
"Snort 2.1 Intrusion Detection, Second Edition",4.363636363636363,6,0
Snow,4.472727272727273,1,0
Snow (Snow Series #1),4.333333333333333,4,0
Snow Blind,4.297297297297297,2,0
Snow Country,4.129032258064516,2,0
Snow Crash,4.074424898511502,2,0
Snow Falcon,4.5,2,0
Snow Leopard -Lib,4.494252873563219,3,0
Snow Riders,5.0,2,0
Snow Treasure,4.451612903225806,2,0
Snow Walker,4.5,2,0
Snow White and Rose Red (A North-South picture book),3.6666666666666665,9,0
Snow White and Rose Red (The Holly story book library),3.6666666666666665,10,0
Snow is falling (Let's-read-and-find-out science book),3.8,6,0
Snow treasure,4.445652173913044,2,0
Snowball,2.0,1,0
Snowblind,4.0,1,0
Snowboarding,5.0,1,0
"Snowbound (Baby-Sitters Club Super Special, 7)",4.625,6,0
"Snowfall (The Snowfall Trilogy, Book 1)",3.4,6,0
Snowflakes On The Sea,3.5,4,0
Snowflakes for all Seasons,4.0,4,0
Snowflakes in Photographs (Dover Pictorial Archive),4.476190476190476,6,0
Snowie Rolie (Rolie Polie Olie),4.0,5,0
Snowmen at Night,4.7594936708860756,3,0
Snowstruck: In the Grip of Avalanches,4.777777777777778,6,1
Snuff & Nonsense: ... and other stories,5.0,7,1
Snuggle Puppy!,4.839160839160839,2,0
"So Far From Home: The Diary of Mary Driscoll, An Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America Series)",4.423076923076923,19,1
So Far from the Sea,4.888888888888889,5,0
So Hard to Say,4.25,4,0
So Long Been Dreaming: Postcolonial Science Fiction & Fantasy,4.4,9,1
So Much Joy,4.666666666666667,3,0
"So Quick with new Bisquick; A Betty Croocker Cookbook for Breads, Main Dishes, Desserts",4.0,14,0
So You Call Yourself a Man?: A Devotional for Ordinary Men with Extraordinary Potential,4.428571428571429,14,1
So You Want To Be An Inventor?,4.0,7,0
So You Want to Be President How to Get Elected on Your Campus,5.0,13,0
"So You Want to Be a Wizard: Young Wizard Series, Book 1",4.354679802955665,12,1
So You Want to Write,4.5,5,0
"So You're About to Be a Teenager: Godly Advice for Preteens on Friends, Love, Sex, Faith and Other Life Issues",4.642857142857143,20,1
So near the heart,3.0,4,0
So well remembered,4.333333333333333,3,0
"So, You Want To Be Like Christ?: Eight Essentials to Get You There",4.791666666666667,13,1
"So, You Want to Be Canadian: All About the Most Fascinating People in the World and the Magical Place They Call Home",4.28,22,1
"Soap: Making It, Enjoying It",4.148936170212766,5,1
Soapsuds,4.121212121212121,1,0
Soaring Eagle,5.0,2,0
"Sober Faith (Payton Skky Series, Book 2)",4.9,7,0
Sobre la naturaleza de los sue&ntilde;os (Biblioteca Era) (Spanish Edition),4.0,10,0
Soccer Yearbook 2004-5,4.666666666666667,3,0
Social Capital: A Theory of Social Structure and Action (Structural Analysis in the Social Sciences),5.0,15,1
Social Change (4th Edition),5.0,4,0
Social Choice and Individual Values. Second Edition.,5.0,7,0
Social Control and the State,5.0,5,0
Social Darwinism in American thought,4.714285714285714,5,0
Social History of the Third Reich,5.0,6,0
Social Intelligence: The New Science of Human Relationships (Random House Large Print),3.9279279279279278,12,1
Social Mindscapes: An Invitation to Cognitive Sociology,4.5,7,1
Social Movements and Political Power: Emerging Forms of Radicalism in the West,2.0,12,1
Social Studies Discoveries on the Net: An Integrated Approach (Teacher Ideas Press),4.0,12,1
Social Support Measurement and Intervention: A Guide for Health and Social Scientists,4.5,12,1
Social Systems (Writing Science),4.714285714285714,4,0
Social Work and Human Rights,5.0,5,0
"Social, Emotional, and Personality Development, Volume 3, Handbook of Child Psychology, 5th Edition",5.0,13,0
Socialism,4.75,1,0
Society and Technological Change,3.466666666666667,4,0
"Sociobiology: The New Synthesis, Twenty-Fifth Anniversary Edition",4.416666666666667,7,1
Sociology,3.0,1,0
Sociology of Max Weber,5.0,4,0
Sociology of Sport,2.5,3,0
Socks for Christmas: A Child's Discovery of the True Meaning of Christmas,4.388888888888889,12,1
Socrates,5.0,1,0
Socrates Cafe: A Fresh Taste of Philosophy,3.7333333333333334,7,1
Socrates in 90 Minutes (Philosophers in 90 Minutes Series),4.0,9,0
"Socrates,",5.0,1,0
Sofia and the Heartmender,5.0,4,0
Soft Case,4.368421052631579,2,0
Soft Systems Methodology: Conceptual Model Building and Its Contribution,5.0,9,1
Soft To Touch Colors Bilingual (Soft to Touch),3.75,8,0
Soft Touch,4.25,2,0
"Software Configuration Management Handbook, Second Edition",4.428571428571429,6,0
Software Configuration Management Implementation Roadmap,4.111111111111111,5,0
Software Creativity,5.0,2,0
Software Design (2nd Edition),4.2,4,0
Software Engineering (International Computer Science Series),3.5789473684210527,6,0
Software Engineering (Practitioners),5.0,3,0
Software Engineering Handbook,5.0,3,0
Software Engineering Measurement,4.0,3,0
Software Measurement and Estimation: A Practical Approach (Quantitative Software Engineering Series),4.142857142857143,11,1
Software Project Management in Practice,4.2,5,0
"Software Reuse: Architecture, Process and Organization for Business Success",5.0,9,1
Software with an attitude. (Amaze Inc. introduces the Far Side Computer Calendar): An article from: Soft-Letter,1.0,16,1
Soil Geomorphology,2.5,2,0
Soil Mechanics in Engineering Practice,3.5833333333333335,5,0
Soil and Soul: People Versus Corporate Power,5.0,7,1
"Soils Magic (Geotechnical Special Publication, No. 114)",5.0,7,0
Sojourner Truth,4.0,2,0
Sola Come Un Gambo Di Sedano,5.0,6,0
Solace: Rituals of Loss and Desire,4.25,6,1
Solaris (Spanish Edition),5.0,3,0
"Sold Down the River (Benjamin January, Book 4)",4.56,8,0
Sold for a Farthing,5.0,4,0
"Soldados de Salamina (Coleccion Andanzas, 433) (Spanish Edition)",4.583333333333333,8,0
Soldier,4.647058823529412,1,0
Soldier Boy,4.0,2,0
Soldier of Fortune (Casca (Americana)),3.0,5,0
Soldier's Gap,4.555555555555555,2,0
Soldier's Return,4.0,2,0
"Soldiering: Observations from Korea, Vietnam, and Safe Places",3.6666666666666665,8,1
Soldiers Three,5.0,2,0
Soldiers of Paradise,4.2,3,0
Solid State Physics (Manchester Physics Series),3.0,6,0
Soliloquy,5.0,1,0
Solitaire and Brahms,5.0,3,0
Solitary Witch: The Ultimate Book of Shadows for the New Generation,3.817142857142857,11,1
Solo Faces: A Novel,4.357142857142857,4,1
Solo el amor es real: El amor es la respuesta a todo,3.0,12,1
Solo: On Her Own Adventure,4.0,5,1
Solomon & Sheba,4.5,3,0
Solomon Time,5.0,2,0
Solomon's Song,4.0,2,0
Solomon's Touch: The life and work of Solomon J. Wickey,4.782608695652174,10,1
Solomon's Wisdom & Other Stories,5.0,5,0
"Solvent Extraction Principles and Practice, Revised and Expanded",4.0,8,0
"Solving Deer Problems: How to Keep Them Out of your Garden, Guaranteed",4.0,12,1
Somali-English/English-Somali Dictionary & Phrasebook (Hippocrene Dictionary & Phrasebook),4.0,8,0
"Somatics: Reawakening The Mind's Control Of Movement, Flexibility, And Health",4.578947368421052,10,1
Some Enchanted Eating,5.0,3,0
Some Enchanted Evening (Lost Princesses),4.111111111111111,5,0
Some Friend!,5.0,2,0
Some Golden Harbor (RCN - Lt. Leay's),3.769230769230769,7,0
Some Great Thing,4.25,3,0
Some Kind of Magic,4.181818181818182,4,0
Some Kind of Pride,4.75,4,0
Some Like It Haute,2.5,4,0
Some Modern Methods of Organic Synthesis (Cambridge Texts in Chemistry and Biochemistry),5.0,12,0
Some Nerve,3.7222222222222223,2,0
Some People Die Quick,4.421052631578948,4,0
Some Prefer Nettles,4.153846153846154,3,0
Some Survive,4.0,2,0
Some Things Are Better Left Unplugged,3.9285714285714284,6,0
Some Things Harvard Never Taught Me,5.0,6,0
Some Things I Never Thought Id Do,4.229166666666667,7,0
Some Things That Stay,4.694915254237288,4,0
Some Were Spies,2.0,3,0
Some Women,4.625,2,0
Some Writers Deserve to Starve,4.214285714285714,5,0
Some answered questions,4.428571428571429,3,0
"Some answered questions,",4.428571428571429,3,0
Some instructions,4.0,2,0
Some mistakes of Moses,4.296296296296297,4,0
Some mistakes of Moses (Leek bijou freethought reprints),4.296296296296297,8,0
Some of the Parts,3.4285714285714284,4,0
Some sort of epic grandeur: The life of F. Scott Fitzgerald,4.7,11,1
Some things you need to know before the world ends: A final evening with the illuminati,5.0,16,1
Somebody to Love A Rock-and-Roll Memoir.,3.542372881355932,6,0
Somebody's Daughter,5.0,2,0
Somebody's Gotta Be On Top,4.0181818181818185,5,0
Someday Soon,2.3333333333333335,2,0
Someday's Dreamers Volume 1,3.3333333333333335,4,0
Somehow,5.0,1,0
Someone Bigger,4.666666666666667,2,0
Someone Bought the House on the Island,3.0,7,0
Someone Had Blundered: The Story of the End of the Battleship Era with the Sinking of the Replulse and the Prince of Wales,4.0,23,1
Someone Is Hiding on Alcatraz Island,3.3333333333333335,6,0
Someone Not Really Her Mother,4.076923076923077,5,0
Someone Special Just Like You,5.0,5,0
Someone To Love,4.0,3,0
Someone in the House,4.0,4,0
Someone to Watch Over Me : A Novel,3.694736842105263,8,1
Someone's in the Kitchen with Dinah: Dinah Shore's Personal Cookbook,4.75,10,1
"Somersault (Oe, Kenzaburo)",3.375,3,0
Something About Emmaline (Bachelor Chronicles),3.6842105263157894,5,0
Something About a Soldier,5.0,4,0
Something Beautiful for God: Mother Teresa of Calcutta,4.875,8,1
Something Blue: A Novel,3.7,4,1
"Something Borrowed, Something Blue",4.0,4,0
Something Dangerous,4.65625,2,0
Something Fishy,4.0,2,0
Something Fresh,4.0,2,0
Something I'Ve Been Meaning To Tell You,4.666666666666667,7,0
Something I've Been Meaning to Tell You,4.666666666666667,7,0
Something I've Been Meaning to Tell You: Thirteen Stories (Plume Books),4.666666666666667,11,1
Something Like An Autobiography,4.833333333333333,4,0
Something Might Happen: A Novel,3.5714285714285716,5,1
Something Nasty in the Woodshed (Charlie Mortdecai Mysteries),3.5,8,0
Something New Under the Sun: Ancient Wisdom for Contemporary Living,5.0,10,1
Something Old Something New,4.5,4,0
Something Rich and Strange (Ibooks Fantasy Classics),4.6,7,0
Something That Lasts,4.5,3,0
"Something To Kill For: When It Comes To Garage Sales, Finding A Treasure Can Be Murder...",4.0,16,1
Something Wicked,4.333333333333333,2,0
Something Wicked (Silhouette Bombshell),5.0,4,0
Something Wicked This Way Comes,4.070110701107011,5,0
Something Wicked This Way Comes.,4.070110701107011,5,0
Something Wonderful,5.0,2,0
"Something about Ewe/The Purrfect Man (Harlequin Duets Ser., No. 53)",5.0,10,0
Something for Nothing: Luck in America,3.7142857142857144,6,1
Something in the Air,4.5,4,0
Something of Value,4.564102564102564,3,0
Something to Declare,4.333333333333333,3,0
Something to Do (When There's Nothing To Do): A Coloring and Activity Book,4.75,13,1
Something to Talk About,5.0,4,0
Something to say,5.0,3,0
Something's Cooking: An Angie Amalfi Mystery (Angie Amalfi Mysteries),3.5384615384615383,9,1
Sometimes (Green Light Readers: Level 1 (Sagebrush)),5.0,7,1
Sometimes I Wonder If Poodles Like Noodles,4.5,7,0
Sometimes It's Turkey Sometimes It's Feathers,5.0,6,0
Sometimes Madness Is Wisdom: Zelda and Scott Fitzgerald: A Marriage,3.7333333333333334,10,1
Somewhere I'll Find You,3.515151515151515,4,0
Somewhere Off the Coast of Maine: A Novel,3.6875,8,1
Somewhere in Time,4.0,3,0
Somewhere in Time (formerly titled Bid Time Return),4.1208791208791204,8,0
Son Of The Black Stallion (Turtleback School & Library Binding Edition),4.588235294117647,11,0
Son Of The Morning,5.0,4,0
Son of Fletch,3.7142857142857144,3,0
Son of Groucho,5.0,3,0
Son of Heaven: Imperial Arts of China,5.0,7,1
Son of Interflux,5.0,3,0
Son of Italy,4.5,3,0
Son of a star,5.0,4,0
Son of dust,4.0,3,0
Son of the Mountain Bike Adventure Guide Twin Falls Ketchum Stanley and Beyond,2.5,13,0
Song Lee and the I Hate You Notes,4.5,8,0
Song Of Angels w/CD,5.0,4,0
Song Of Unmaking,4.3,3,0
Song of Creation,4.125,3,0
Song of Kali,3.609375,3,0
Song of Lawino and Song of Ocol,4.666666666666667,7,0
Song of Redemption (Chronicles of the Kings #2),4.786407766990291,8,0
Song of Solomon,4.337121212121212,3,0
Song of Songs (Old Testament Library),3.25,6,0
Song of Songs: A New Translation With an Introduction And Commentary,4.230769230769231,11,1
Song of Sorcery,4.5,3,0
Song of the Crow,4.846153846153846,4,0
Song of the Exile,4.413793103448276,4,0
"Song of the Saurials (The Finders Stone Trilogy, Book Three)",4.714285714285714,10,0
"Songbirds, Truffles, and Wolves: An American Naturalist in Italy",3.4,9,1
Songlines,4.076923076923077,1,0
Songs My Mother Taught Me,4.5,5,0
Songs Of Malantor: The Arcturian Star Chronicles Volume Three,5.0,9,1
Songs from a Lead-Lined Room,4.428571428571429,5,0
Songs from the Alley,5.0,4,0
Songs of Life and Hope/Cantos de vida y esperanza,4.0,9,0
Songs of Wales: Piano/Vocal/Guitar,4.0,4,1
Songs of the Cat,4.346153846153846,4,0
Songs of the Doomed-more Notes on the Death of the American Dream (3),4.357142857142857,13,0
Songs of the Doomed: More Notes on the Death of the American Dream,4.384615384615385,13,1
Songs that Lift the Heart: A personal story and Then sings my soul (Double-Back),4.0,14,1
Songwriting and the Creative Process: Suggestions and Starting Points for Songwriters,3.25,11,1
Sonic The Hedgehog: The Beginning,4.5,5,1
Sonnets from the Portuguese,4.090909090909091,4,0
Sonnets to Orpheus,4.2,3,0
Sonny Liston Was A Friend Of Mine. Stories,3.4,8,0
Sonora,3.1666666666666665,1,0
Sons Of An Ancient Glory (An Emerald Ballad #4),5.0,9,0
Sons for the Return Home (Talanoa),5.0,6,0
Sons of Fortune,2.973684210526316,3,0
"Sons of Providence: The Brown Brothers, the Slave Trade, and the American Revolution",4.714285714285714,13,1
"Sons of the Profits or There's No Business Like Grow Business: The Seattle Story, 1851-1901.",3.75,15,1
"Sopa de Pollo para el Alma de los Padres: Relatos sobre el amor, el aprendizaje y la condicion de los padres (Chicken Soup for the Soul) (Spanish Edition)",4.0,28,1
Sophia: The Wisdom of God (Library of Russian Philosophy),4.5,9,1
Sophie,3.272727272727273,1,0
Sophie Horowitz Story,4.0,3,0
Sophie and Lou (Reading Rainbow),4.0,5,0
Sophie's World,4.03030303030303,2,0
Sophocles: Ajax (Cambridge Translations from Greek Drama),4.5,7,1
"Sor Juana: Or, the Traps of Faith",4.5,7,1
Sorayama Call in Beauties,4.0,4,0
Sorcerer's Apprentice,4.3,2,0
Sorcerer's Heir,3.0,2,0
Sorcerer's Son,4.416666666666667,2,0
Sorcerers Son,4.416666666666667,2,0
Sorcerers of Pan Tang (Stormbringer RPG),4.0,6,0
Soros on Soros: Staying Ahead of the Curve,3.5217391304347827,8,1
Sorrow,4.636363636363637,1,0
Sorrow Mountain: The Journey of a Tibetan Warrior Nun,4.8,9,1
Sorrow of War,4.375,3,0
Sorties into Hell: The Hidden War on Chichi Jima,4.75,9,1
Soul & Spice,5.0,3,0
Soul Food,4.6,2,0
Soul Food : Recipes and Reflections from African-American Churches,4.545454545454546,9,1
"Soul Harvest: Left Behind, Volume 4",4.1291866028708135,6,1
Soul Healing (Llewellyn's Whole Life Series),3.8333333333333335,6,0
Soul Looks Back in Wonder,5.0,5,0
Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality) (Pocket Guides to Practical Spirituality),3.48,22,1
Soul On Ice,3.792452830188679,3,0
Soul Passion: Embracing Your Life's Ultimate Purpose (The Intentional Life Trilogy),4.5,11,1
Soul Rider I: Spirits of Flux and Anchor (Dutch Edition),5.0,10,1
Soul Signs: An Elemental Guide to Your Spiritual Destiny,4.214285714285714,9,1
Soul Stories,3.8160919540229883,2,0
Soul Surfer,4.589403973509934,2,0
Soul Survival,5.0,2,0
"Soul Sword, 2nd Edition: The Way and Mind of a Zen Warrior",3.9166666666666665,12,1
Soul Wilderness: A Desert Spirituality,4.611111111111111,5,1
Soul Would Have No Rainbow if the Eyes Had No Tears and Other Native American Proverbs,4.75,16,0
Soul of the Fire (Sword of Truth Series),3.8823529411764706,8,0
Soul on Ice,3.792452830188679,3,0
Soul on Ice.,3.792452830188679,3,0
Soul on ice,3.792452830188679,3,0
"Soul's Journey, A",4.806451612903226,3,0
Soul-Centered Astrology: A Key to Your Expanding Self,4.333333333333333,8,1
SoulShaping,4.75,1,0
Soulless,2.742857142857143,1,0
Souls Eternal,5.0,2,0
Souls of Steel,4.428571428571429,3,0
Soulstorm,4.5,1,0
Soulwinner,5.0,1,0
Sound Recording: The Life Story of a Technology,5.0,8,1
"Sound Wormy: Memoir of Andrew Gennett, Lumberman",4.666666666666667,7,1
"Sound and Recording, Fifth Edition: An Introduction",3.5,7,1
Sound-On-Film: Interviews with Creators of Film Sound,5.0,7,1
Sounding the Abyss: Readings Between Cavell and Derrida,4.0,8,1
Soundscape,5.0,1,0
"Soup Should Be Seen, Not Heard",5.0,6,0
"Soup for Every Body: Low-Carb, High-Protein, Vegetarian, and More",4.666666666666667,9,1
"Soups, Stews And Casseroles",5.0,4,0
Source of Magic,4.135593220338983,3,0
Source of Magic (Xanth Novels (Paperback)),4.135593220338983,6,0
"Sourcebook for Research in Music, Second Edition",4.0,7,0
"Sources of Indian Tradition, Vol. 2: Modern India and Pakistan (Introduction to Oriental Civilizations)",5.0,14,1
Sous Vide and Cook-Chill Processing for the Food Industry (Chapman & Hall Food Science Book),5.0,15,0
South,4.216216216216216,1,0
South Africa: A Narrative History,5.0,5,1
South Beach Diet Book,3.0,4,0
South Beach Sizzle (Romantic Comedies (Mass Market)),4.0,7,0
South California Events 2001 Calendar,5.0,5,0
South Sea tales,3.727272727272727,3,0
South Side Hitmen: The Story of the 1977 Chicago White Sox (IL) (Images of Baseball),4.25,15,1
"South of the Border, West of the Sun: A Novel",3.9407407407407407,10,1
South wind;,3.5,2,0
"Southeast Asia: Past And Present, Fifth Edition",4.0,7,1
Southeast Asian Urbanism: The Meaning and Power of Social Space,5.0,10,1
"Southeast Asian Urbanism: The Meaning and Power of Social Space (Market, Culture and Society)",5.0,14,1
"Southeastern Europe Under Ottoman Rule, 1354-1804 (A History of East Central Europe, Volume V)",4.0,14,0
Southern Cross,5.0,2,0
Southern Divorce: Why Family Breakups Have Fractured the South and How to Cope with It (The Successful Divorce series),4.5,19,1
Southern Seas,4.5,2,0
Southwest Style : A Home-Lover's Guide to Architecture and Design,4.0,10,1
Souvenir of Love (Berkley Sensation),4.769230769230769,5,0
Soviet Aces of World War 2 (Osprey Aircraft of the Aces No 15),4.333333333333333,13,0
Soviet Casualties and Combat Losses in the Twentieth Century,3.625,9,0
"Soviet Secret Projects Bombers Since 1945, Vol. 1",4.625,8,0
"Soviet Secret Projects: Fighters Since 1945, Vol. 2",4.75,8,1
Soviet/Russian Aircraft Weapons Since World War II,4.0,7,0
Sowa's Ark: An Enchanted Bestiary,5.0,5,1
Soy Leyenda (Spanish Edition),4.5,4,0
Soy el monstruo comepesadillas! = I am the nightmare eating monster (Spanish Edition),5.0,13,0
Sozaboy: A Novel in Rotten English,4.833333333333333,6,1
Space Between Words: The Origins of Silent Reading (Figurae: Reading Medieval Culture),3.0,12,1
Space By The Tale,3.0,4,0
Space Cadet,4.421052631578948,2,0
Space Lords,4.5,2,0
Space Opera,4.0,2,0
Space Station Rat,4.4,3,0
"Space, time, and architecture;: The growth of a new tradition (The Charles Eliot Norton lectures)",4.428571428571429,15,1
Spacehounds of IPC,4.583333333333333,3,0
Spaceling,5.0,1,0
Spacer and Rat,4.0,3,0
Spaces of Global Capitalism,4.0,4,0
Spacetime and Geometry: An Introduction to General Relativity,4.9375,8,1
Spain's Cause was Mine: A Memoir of an American Medic in the Spanish War,5.0,14,1
Spain: The Root and the Flower,4.25,6,1
"Spam Wars: Our Last Best Chance to Defeat Spammers, Scammers & Hackers",4.75,12,1
Spam: The Cookbook,4.9,3,1
Spaniard in Works,4.416666666666667,3,0
"Spanish American Revolutions, 1808-1826",4.0,4,0
Spanish Complete [With (4) 240-Page Softcover Books] (Speak in a Week) (Spanish Edition),4.358974358974359,13,0
Spanish History since 1808 (Hodder Arnold Publication),5.0,7,0
"Spanish Holiday: Or, How I Transformed the Worst Vacation Ever into the Best Summer of My Life",3.9375,17,1
Spanish Husband (Presents Passion) (Harlequin Presents),4.0,6,0
Spanish Lessons: Beginning a New Life in Spain,3.1818181818181817,8,1
Spanish Made Simple,4.1521739130434785,3,0
Spanish Stories of the Late Nineteenth Century: A Dual-Language Book (Dover Dual Language Spanish),4.0,14,1
Spanish for Teachers,5.0,3,0
Spanish in 10 Minutes a Day,4.275,6,0
Spanish-English Dictionary Of Law And Business,4.0,6,0
Spanking Watson: A Novel (Kinky Friedman Novels),4.037037037037037,7,1
Sparkle Princess (Picture Me Board Book Series),4.75,7,0
"Sparkle and spin;: A book about words,",3.8461538461538463,7,1
Sparkling Cyanide,4.366666666666666,2,0
Sparrowhawk (Organic Future),4.0,3,0
Spartacus,4.083333333333333,1,0
Spartacus ;: A novel,4.083333333333333,4,1
Spatial Databases: With Application to GIS (The Morgan Kaufmann Series in Data Management Systems),4.75,14,1
Speak Ill of the Dead: A Camilla MacPhee Mystery,4.857142857142857,9,1
Speak Japanese today: A Self-Study Program for Learning Everyday Japanese (Tuttle Language Library),4.428571428571429,13,1
Speak No Evil,5.0,3,0
Speak Now: A Charley Fairfax Mystery (Charley Fairfax Mysteries),4.8,9,1
"Speak Up with Confidence: How to Prepare, Learn, and Deliver Effective Speeches",3.4285714285714284,12,1
Speak What We Feel (Not What We Ought to Say): Reflections on Literature and Faith,5.0,15,1
Speak for the Dead,3.5,4,0
"Speak to My Heart, God: For Every Need, for Every Moment. . .",4.8,13,1
Speak to My Heart: A Novel,4.666666666666667,6,1
"Speak to the earth;: Wanderings and reflections among elephants and mountains,",1.0,11,1
Speaker for the Dead,4.29495990836197,4,0
Speaker's Lifetime Library,3.6666666666666665,3,0
"Speaking Industry Trends 2000: A Report on Professional Speakers, Speakers Bureaus and Meeting Planners.",5.0,14,1
Speaking Mom-ese: Moments of Peace & Inspiration in the Mother Tongue from One Mom's Heart to Yours,5.0,17,1
Speaking Parables: A Homiletic Guide,5.0,5,1
Speaking in Other Tongues,5.0,4,0
Speaking of Liberty,4.666666666666667,3,0
"Speaking of Sex: Funny, Wicked, Screwy & Unforgettable Remarks About Almost Everybody's Favorite Subject",5.0,14,1
"Speaking to the Rose: Writings, 1912-1932",5.0,6,1
"Special Diet Solutions: Healthy Cooking Without Wheat, Gluten, Dairy, Eggs, Yeast, or Refined Sugar",4.375,14,1
Special Edition Using Lotus Notes and Domino R5,3.7857142857142856,8,0
Special Edition Using Unix (3rd Edition),4.0,6,0
Special Effects: The History and Technique,4.894736842105263,6,1
Special Ops (Brotherhood of War),4.0,5,0
Special Words,4.5,2,0
"Specials (Uglies Trilogy, Book 3)",4.217592592592593,5,0
Specimen Tank,5.0,2,0
Specimen days ;: & Collect,4.6,5,1
Spectacles,5.0,1,0
Spectacular Spider-Man Volume 1 Issue 219 (Volume 1 Issue 219),4.0,10,0
Specters,4.0,1,0
Spectra Interpretation of Organic Compounds,4.0,5,0
"Spectrum Math, Grade 5",4.666666666666667,4,0
Speculator,5.0,1,0
Speech and Hearing Science: Anatomy and Physiology,4.6,7,1
Speed,5.0,1,0
Speed Japanese: 4 One Hour Multi-Track CDs,3.0,7,1
Speed Mathematics Using the Vedic System,4.0,6,0
Speed Secrets 5: The Complete Driver,4.5,6,1
Speedy,4.666666666666667,1,0
Spell Check,5.0,2,0
Spell of the Highlander,4.220125786163522,4,0
Spellbound,4.5,1,0
Spellbound Summer,4.0,2,0
Spelling Through Phonics,4.545454545454546,3,0
Spellsinger: Book 1,4.384615384615385,3,1
Spencer's Mountain,4.0,2,0
Spencerville,3.4122137404580153,1,0
Spending Time Alone With God,5.0,5,0
Spenser the Faerie Queene,4.5,4,0
Spetsnaz: Story Behind the Soviet S.A.S.,4.0,6,1
Sphere,4.400804289544236,1,0
Sphereland;: A fantasy about curved spaces and an expanding universe (Apollo editions),4.666666666666667,12,1
Spherical Harmonic (The Saga of the Skolian Empire),3.75,8,0
Spice Routes,4.0,2,0
Spider Man Baseball Spider-Man: Home Run! Sturdy Tab Sports Series (Friendly Neighborhood Spider-Man),5.0,13,1
Spider Woman's Granddaughters: Traditional Tales and Contemporary Writing by Native American Women,3.75,12,1
Spider Woman's Web: Traditional Native American Tales About Women's Power,3.25,10,1
Spider on the Floor (Raffi Songs to Read),4.454545454545454,8,0
"Spider, egg, and microcosm;: Three men and three worlds of science",4.0,11,1
Spider-Man #11 / Perceptions part 4 (of 5) Wolverine,5.0,9,0
Spider-Man #25 (Volume 1: Gala 25th Issue!),3.0,7,1
Spider-Man / Black Cat: The Evil That Men Do (Amazing Spider-Man),3.230769230769231,11,1
Spider-Man: India TPB (Amazing Spider-Man),3.75,5,1
Spider-Man: The Death of Gwen Stacy,4.5,6,1
Spider-Man: The Gathering of the Sinister Six,4.68,7,1
Spider-Man: The Sinister Six Combo,4.0,5,1
Spidering Hacks,4.294117647058823,2,0
"Spiderweb for two,: A Melendy maze;",4.538461538461538,6,1
Spies,3.826923076923077,1,0
"Spike, Mike, Slackers and Dykes: A Guided Tour Across a Decade of American Independent Cinema",3.3333333333333335,15,1
"Spiking the gold;: Or, Who caused the depression, and the way out,",4.0,12,1
Spilling Clarence: A Novel,4.433962264150943,4,1
Spin Alternative Record Guide,3.36,4,0
Spin Control,5.0,2,0
Spinning & Weaving With Wool,5.0,5,0
"Spinors and Space-Time: Volume 1, Two-Spinor Calculus and Relativistic Fields (Cambridge Monographs on Mathematical Physics)",4.0,15,1
"Spinors and Space-Time: Volume 2, Spinor and Twistor Methods in Space-Time Geometry (Cambridge Monographs on Mathematical Physics)",4.5,17,1
Spinoza in 90 Minutes (Philosophers in 90 Minutes Series),4.2,9,0
Spinsters in jeopardy,3.7142857142857144,3,0
Spiral,4.666666666666667,1,0
"Spiral Dynamics : Mastering Values, Leadership, and Change (Developmental Management)",4.425,10,1
Spiral of Cynicism: The Press and the Public Good,4.0,9,1
